x,y,Width,Height,Score,Label,Person,Image
541,2552,1352,500,0.26806,blueSunglasses,Person30,Person30_9
1031,742,1268,2323,0.28151,canadaPencil,Person31,Person31_1
1368,985,575,900,0.30839,eyeball,Person31,Person31_1
767,268,1004,1253,0.25084,metalKey,Person31,Person31_1
2016,1922,730,596,0.34288,blueSunglasses,Person31,Person31_1
10,13,1378,1752,0.2702,yellowBag,Person31,Person31_1
195,384,2019,1706,0.3448,canadaPencil,Person31,Person31_2
2311,858,876,1551,0.28944,cloudSign,Person31,Person31_2
1897,985,1679,1724,0.37792,pumpkinNotes,Person31,Person31_2
450,1040,1448,849,0.43428,blueSunglasses,Person31,Person31_2
1095,776,1192,1013,0.48526,hairClip,Person31,Person31_2
13,1341,1265,1405,0.28982,stickerBox,Person31,Person31_2
49,712,1703,1861,0.62264,birdCall,Person31,Person31_3
426,1451,961,1159,0.37903,cloudSign,Person31,Person31_3
2238,739,998,666,0.25791,eyeball,Person31,Person31_3
2287,730,353,1058,0.36618,pinkCandle,Person31,Person31_3
61,940,1679,1788,0.51702,pumpkinNotes,Person31,Person31_3
475,694,1338,1122,0.30159,redWhistle,Person31,Person31_3
1727,1204,1472,548,0.40362,blueSunglasses,Person31,Person31_3
341,1305,1107,1441,0.36443,stickerBox,Person31,Person31_3
718,1250,925,1150,0.33199,cloudSign,Person31,Person31_4
706,1432,961,876,0.27427,eyeball,Person31,Person31_4
1484,301,1983,1879,0.42021,pumpkinNotes,Person31,Person31_4
2080,10,1326,566,0.32208,blueSunglasses,Person31,Person31_4
730,1451,888,858,0.62141,hairClip,Person31,Person31_4
596,1031,1156,1669,0.30593,stickerBox,Person31,Person31_4
-1,-1,2402,2074,0.40716,birdCall,Person31,Person31_5
-1,-1,1055,1383,0.31685,cloudSign,Person31,Person31_5
-1,-1,1677,1890,0.29066,cupcakePaper,Person31,Person31_5
-1,-1,1072,1003,0.29575,eyeball,Person31,Person31_5
-1,-1,2281,2397,0.55292,pumpkinNotes,Person31,Person31_5
-1,-1,2178,1083,0.43709,blueSunglasses,Person31,Person31_5
-1,-1,2420,2696,0.88468,stickerBox,Person31,Person31_5
1587,730,1058,876,0.41427,eyeball,Person32,Person32_1
1770,1058,2280,2299,0.4836,pumpkinNotes,Person32,Person32_1
19,365,2353,2639,0.4343,yellowBag,Person32,Person32_1
1423,1508,3047,1934,0.25228,birdCall,Person32,Person32_10
3393,754,1332,1314,0.56218,cloudSign,Person32,Person32_10
1496,13,2098,1739,0.264,partyFavor,Person32,Person32_10
1752,1241,2353,2420,0.53822,pumpkinNotes,Person32,Person32_10
1259,1545,3357,2116,0.35311,yellowBag,Person32,Person32_10
2335,1302,1186,779,0.32098,eyeball,Person32,Person32_11
2591,1448,529,475,0.68118,lavenderDie,Person32,Person32_11
146,73,2481,2177,0.59467,birdCall,Person32,Person32_12
2846,864,1752,1618,0.43856,cloudSign,Person32,Person32_12
19,888,2062,2128,0.3113,cupcakePaper,Person32,Person32_12
3904,584,1150,633,0.43442,eyeball,Person32,Person32_12
1350,304,2390,1216,0.33852,metalKey,Person32,Person32_12
912,13,2445,1922,0.30553,partyFavor,Person32,Person32_12
3484,1168,456,1046,0.29151,pinkCandle,Person32,Person32_12
19,353,2353,2639,0.42026,pumpkinNotes,Person32,Person32_12
493,13,1733,3369,0.37244,sign,Person32,Person32_12
19,815,2135,2299,0.2531,trophy,Person32,Person32_12
128,560,2499,1204,0.43905,blueSunglasses,Person32,Person32_12
19,657,1897,1581,0.25066,hairClip,Person32,Person32_12
2846,815,1715,1764,0.26967,stickerBox,Person32,Person32_12
2919,1581,2390,1752,0.31688,birdCall,Person32,Person32_13
2955,2043,1496,1618,0.31791,cloudSign,Person32,Person32_13
3503,2347,475,1289,0.30475,pinkCandle,Person32,Person32_13
2572,2007,2262,1423,0.29678,redWhistle,Person32,Person32_13
3120,13,1204,2919,0.27648,sign,Person32,Person32_13
3138,2457,1970,511,0.25379,blueSunglasses,Person32,Person32_13
3192,1679,1788,1983,0.26807,stickerBox,Person32,Person32_13
146,657,2463,2056,0.27296,birdCall,Person32,Person32_14
639,402,1387,1946,0.3453,cloudSign,Person32,Person32_14
858,1022,1058,815,0.2616,eyeball,Person32,Person32_14
1533,840,402,1703,0.29424,pinkCandle,Person32,Person32_14
146,1788,2372,1873,0.4175,pumpkinNotes,Person32,Person32_14
201,1776,2317,1885,0.39475,trophy,Person32,Person32_14
675,985,1332,1448,0.47418,hairClip,Person32,Person32_14
2463,1180,1752,1520,0.26477,cloudSign,Person32,Person32_15
2572,2043,1478,876,0.43844,eyeball,Person32,Person32_15
1569,1557,2736,1824,0.40337,pumpkinNotes,Person32,Person32_15
3284,13,821,2360,0.28274,sign,Person32,Person32_15
2809,2007,1004,973,0.30794,stickerBox,Person32,Person32_15
694,146,4506,2566,0.30779,canadaPencil,Person32,Person32_16
3813,2311,1314,1289,0.29598,cloudSign,Person32,Person32_16
1733,1046,2408,1800,0.37752,metalKey,Person32,Person32_16
1934,657,475,1569,0.37935,pinkCandle,Person32,Person32_16
1314,13,1679,3065,0.31071,sign,Person32,Person32_16
1131,73,2791,2676,0.26247,silverStraw,Person32,Person32_16
2153,1229,2299,1922,0.63301,birdCall,Person32,Person32_17
2536,1435,1551,985,0.2618,cloudSign,Person32,Person32_17
2043,1618,1788,718,0.30526,eyeball,Person32,Person32_17
1861,633,2116,2116,0.37402,metalKey,Person32,Person32_17
1368,937,2280,1581,0.35292,partyFavor,Person32,Person32_17
2390,536,256,1277,0.2905,pinkCandle,Person32,Person32_17
2135,2262,2372,937,0.44135,blueSunglasses,Person32,Person32_17
2919,645,1569,1630,0.66406,hairClip,Person32,Person32_17
1715,596,1679,2238,0.3496,stickerBox,Person32,Person32_17
2828,754,2572,2372,0.29569,birdCall,Person32,Person32_18
19,1520,1606,1375,0.26664,metalKey,Person32,Person32_18
347,1326,456,1289,0.30393,pinkCandle,Person32,Person32_18
2463,1180,1679,2007,0.2893,redWhistle,Person32,Person32_18
19,499,2098,2870,0.29104,sign,Person32,Person32_18
73,450,2572,1910,0.31193,silverStraw,Person32,Person32_18
3010,1958,1387,450,0.30543,blueSunglasses,Person32,Person32_18
712,1946,493,511,0.32938,lavenderDie,Person32,Person32_18
1916,1399,2025,1581,0.44365,cloudSign,Person32,Person32_19
2536,657,1569,1058,0.35088,eyeball,Person32,Person32_19
2627,1581,584,1241,0.38643,pinkCandle,Person32,Person32_19
1679,1314,2481,1800,0.49996,pumpkinNotes,Person32,Person32_19
1624,341,1077,3150,0.57562,sign,Person32,Person32_19
2043,1131,1806,584,0.32611,blueSunglasses,Person32,Person32_19
2189,1216,1514,1520,0.28565,hairClip,Person32,Person32_19
2153,815,1551,1752,0.36699,stickerBox,Person32,Person32_19
1368,13,2317,1837,0.40309,cloudSign,Person32,Person32_2
1752,2943,1660,572,0.3299,eyeball,Person32,Person32_2
2390,365,329,1046,0.27847,pinkCandle,Person32,Person32_2
1350,2104,3120,1557,0.36583,pumpkinNotes,Person32,Person32_2
2226,1679,1405,1654,0.27477,trophy,Person32,Person32_2
1022,718,3010,2457,0.53324,birdCall,Person32,Person32_20
1441,730,2244,2384,0.42491,pumpkinNotes,Person32,Person32_20
1788,171,2280,3490,0.27416,canadaPencil,Person32,Person32_21
2572,73,712,1180,0.54565,pinkCandle,Person32,Person32_21
2080,13,1697,2651,0.70765,sign,Person32,Person32_21
785,803,2025,1764,0.52858,birdCall,Person32,Person32_22
1241,1058,3430,1703,0.39605,canadaPencil,Person32,Person32_22
1186,1119,1077,1630,0.38254,cloudSign,Person32,Person32_22
1970,1338,1131,706,0.44014,eyeball,Person32,Person32_22
1332,1119,2408,1666,0.59432,metalKey,Person32,Person32_22
1788,1180,712,1581,0.31214,pinkCandle,Person32,Person32_22
493,730,2591,2457,0.28123,pumpkinNotes,Person32,Person32_22
894,645,894,3016,0.30931,sign,Person32,Person32_22
1569,1472,1970,937,0.39182,blueSunglasses,Person32,Person32_22
566,1095,1642,1776,0.50966,hairClip,Person32,Person32_22
1223,791,2627,2299,0.48819,birdCall,Person32,Person32_23
1168,572,2700,2712,0.78687,pumpkinNotes,Person32,Person32_23
675,888,2955,2177,0.39476,trophy,Person32,Person32_23
1441,1034,2208,1837,0.28176,yellowBalloon,Person32,Person32_23
1460,13,2919,1788,0.34457,birdCall,Person32,Person32_24
1788,1411,2244,2116,0.72959,cloudSign,Person32,Person32_24
1405,13,3047,2214,0.65391,pumpkinNotes,Person32,Person32_24
2481,1034,1642,2627,0.52845,sign,Person32,Person32_24
1752,13,2299,2493,0.35411,yellowBalloon,Person32,Person32_24
1058,25,3758,2250,0.54998,yellowBag,Person32,Person32_24
19,317,2353,2153,0.26002,canadaPencil,Person32,Person32_25
1058,1460,1387,961,0.44069,eyeball,Person32,Person32_25
19,13,1296,2445,0.52635,sign,Person32,Person32_25
2007,1739,1788,426,0.25578,blueSunglasses,Person32,Person32_25
1916,1679,493,523,0.25883,lavenderDie,Person32,Person32_25
3977,317,256,1192,0.28727,pinkCandle,Person32,Person32_26
566,13,1624,2226,0.50922,sign,Person32,Person32_26
1150,13,3557,1958,0.33029,yellowBag,Person32,Person32_26
3211,1958,2280,1703,0.36077,birdCall,Person32,Person32_27
110,2408,1679,1253,0.37315,cloudSign,Person32,Person32_27
3557,1387,1934,2274,0.27085,cupcakePaper,Person32,Person32_27
347,937,1241,1034,0.34293,eyeball,Person32,Person32_27
3648,1764,1843,1897,0.31984,partyFavor,Person32,Person32_27
19,1703,2299,1958,0.38076,pumpkinNotes,Person32,Person32_27
2554,1520,1533,1387,0.37172,hairClip,Person32,Person32_27
3083,1046,2408,2615,0.30639,yellowBag,Person32,Person32_27
2645,1253,1314,1326,0.28869,cloudSign,Person32,Person32_28
19,195,2536,2968,0.32693,yellowBag,Person32,Person32_28
1879,499,1277,815,0.28788,eyeball,Person32,Person32_29
1332,13,858,2968,0.32725,sign,Person32,Person32_29
2208,681,584,438,0.33679,lavenderDie,Person32,Person32_29
1587,499,3466,2882,0.48609,yellowBag,Person32,Person32_29
19,657,1970,2080,0.34732,cupcakePaper,Person32,Person32_3
311,1788,2116,1873,0.43783,birdCall,Person32,Person32_30
3083,1107,2007,2177,0.31819,cloudSign,Person32,Person32_30
894,2445,2554,621,0.25954,eyeball,Person32,Person32_30
3849,2372,493,1216,0.49906,pinkCandle,Person32,Person32_30
3010,1216,2189,2445,0.5881,sign,Person32,Person32_30
19,2408,1952,645,0.28304,blueSunglasses,Person32,Person32_30
2518,13,2974,2250,0.61027,yellowBag,Person32,Person32_30
292,1180,1314,1484,0.29474,cloudSign,Person32,Person32_32
2244,961,1368,1496,0.25536,hairClip,Person32,Person32_32
4159,949,675,1533,0.38383,pinkCandle,Person32,Person32_33
3466,256,1296,2822,0.50181,sign,Person32,Person32_33
3849,1071,475,1253,0.32433,pinkCandle,Person32,Person32_34
3247,13,1697,3016,0.43846,sign,Person32,Person32_34
1223,219,4232,2323,0.25913,canadaPencil,Person32,Person32_35
2773,390,1916,3065,0.56655,sign,Person32,Person32_35
1824,621,3667,2615,0.33562,silverStraw,Person32,Person32_35
3904,13,1587,1460,0.26136,cloudSign,Person32,Person32_36
1223,1679,2591,1983,0.45827,pumpkinNotes,Person32,Person32_36
602,1557,3101,2104,0.37077,yellowBag,Person32,Person32_36
2919,961,2353,2469,0.33411,birdCall,Person32,Person32_37
2974,13,2226,1922,0.51004,cloudSign,Person32,Person32_37
3357,1010,1423,888,0.30077,eyeball,Person32,Person32_37
3010,13,2208,1679,0.29537,partyFavor,Person32,Person32_37
2353,1265,1897,2396,0.33947,sign,Person32,Person32_37
2828,803,1715,1302,0.25385,hairClip,Person32,Person32_37
19,13,2518,1873,0.25106,yellowBag,Person32,Person32_37
2882,25,2445,2287,0.2755,cupcakePaper,Person32,Person32_38
3265,183,894,1435,0.27081,pinkCandle,Person32,Person32_38
2773,13,1897,2481,0.56639,sign,Person32,Person32_38
602,402,2317,2056,0.28513,cupcakePaper,Person32,Person32_39
985,475,767,1399,0.37265,pinkCandle,Person32,Person32_39
602,13,1478,2214,0.55865,sign,Person32,Person32_39
1897,49,3594,2724,0.27473,yellowBag,Person32,Person32_39
1478,280,2901,2749,0.28761,canadaPencil,Person32,Person32_4
347,13,2043,1569,0.32776,cloudSign,Person32,Person32_4
238,864,2280,2165,0.29012,cupcakePaper,Person32,Person32_4
165,1423,858,1569,0.45562,pinkCandle,Person32,Person32_4
1441,13,1441,2238,0.49242,sign,Person32,Person32_4
4524,1387,694,584,0.28669,lavenderDie,Person32,Person32_4
1806,1071,2280,2262,0.44167,birdCall,Person32,Person32_40
1715,1289,1569,1253,0.41611,cloudSign,Person32,Person32_40
3047,1350,1296,718,0.36785,eyeball,Person32,Person32_40
511,596,2445,1703,0.25901,partyFavor,Person32,Person32_40
2062,13,985,2080,0.44736,sign,Person32,Person32_40
1989,1289,1879,803,0.34501,blueSunglasses,Person32,Person32_40
2518,25,2408,2287,0.37442,cupcakePaper,Person32,Person32_41
2208,13,1460,2165,0.5521,sign,Person32,Person32_41
1879,1666,1277,1581,0.28489,cloudSign,Person32,Person32_42
3028,1058,2153,2287,0.30989,cupcakePaper,Person32,Person32_42
967,13,1587,2408,0.66287,sign,Person32,Person32_42
3922,1362,1131,1095,0.25872,cloudSign,Person32,Person32_43
4232,1326,1259,694,0.41932,eyeball,Person32,Person32_43
3393,2141,657,1192,0.31622,pinkCandle,Person32,Person32_43
858,1727,1788,1435,0.4856,cloudSign,Person32,Person32_44
3831,37,529,1253,0.28814,pinkCandle,Person32,Person32_44
2445,37,2536,1764,0.255,pumpkinNotes,Person32,Person32_44
3101,475,1241,3186,0.58719,sign,Person32,Person32_44
1022,1229,2262,937,0.25786,blueSunglasses,Person32,Person32_44
2937,207,1606,1484,0.30695,hairClip,Person32,Person32_44
219,13,2280,1654,0.26524,birdCall,Person32,Person32_45
1916,536,3576,2226,0.33956,canadaPencil,Person32,Person32_45
365,13,1204,1387,0.3151,cloudSign,Person32,Person32_45
347,840,493,1192,0.264,pinkCandle,Person32,Person32_45
3393,1253,2098,2408,0.38133,pumpkinNotes,Person32,Person32_45
730,803,3594,2749,0.26133,vancouverCards,Person32,Person32_45
3375,13,2116,2189,0.35388,yellowBag,Person32,Person32_45
1095,450,1314,2980,0.52497,sign,Person32,Person32_46
19,621,2864,2092,0.40258,canadaPencil,Person32,Person32_47
1441,548,1423,767,0.28446,eyeball,Person32,Person32_47
1916,232,456,1350,0.39519,pinkCandle,Person32,Person32_47
767,13,2736,1922,0.33558,pumpkinNotes,Person32,Person32_47
1441,268,1405,1350,0.76054,hairClip,Person32,Person32_47
1752,536,730,681,0.33854,lavenderDie,Person32,Person32_47
19,13,2591,1496,0.28926,yellowBag,Person32,Person32_47
3703,13,1788,2092,0.36057,birdCall,Person32,Person32_48
2135,803,1551,791,0.35371,eyeball,Person32,Person32_48
4013,1715,1478,949,0.33989,metalKey,Person32,Person32_48
2299,1703,2828,1958,0.29956,pumpkinNotes,Person32,Person32_48
3904,13,1587,2445,0.32388,trophy,Person32,Person32_48
19,13,1223,1302,0.26648,hairClip,Person32,Person32_48
1521,1314,1694,1533,0.28391,cloudSign,Person32,Person32_49
1124,715,2541,2247,0.31727,pumpkinNotes,Person32,Person32_49
1176,196,985,2742,0.25952,sign,Person32,Person32_49
1037,438,2834,2777,0.29051,yellowBalloon,Person32,Person32_49
1227,484,2402,2742,0.7926,yellowBag,Person32,Person32_49
1186,2031,1168,912,0.35707,eyeball,Person32,Person32_5
3120,1581,384,1253,0.37706,pinkCandle,Person32,Person32_5
19,329,2262,2214,0.26443,pumpkinNotes,Person32,Person32_5
2025,1399,1788,536,0.30259,blueSunglasses,Person32,Person32_5
2463,949,1679,1533,0.42776,hairClip,Person32,Person32_5
242,1842,1492,2205,0.67393,pumpkinNotes,Person32,Person32_50
525,2500,888,457,0.2502,blueSunglasses,Person32,Person32_50
363,1512,1855,1512,0.52814,pumpkinNotes,Person32,Person32_51
740,1603,1076,1371,0.34716,stickerBox,Person32,Person32_51
162,457,736,1600,0.26469,cloudSign,Person32,Person32_52
1200,2621,363,753,0.28204,lavenderDie,Person32,Person32_52
1336,2362,1033,1701,0.28772,birdCall,Person32,Person32_54
375,2524,759,1525,0.25759,cloudSign,Person32,Person32_54
1242,547,1863,1701,0.42478,birdCall,Person32,Person32_55
1822,1842,1269,1205,0.392,cloudSign,Person32,Person32_55
1633,2105,1039,820,0.34292,eyeball,Person32,Person32_55
540,1336,1539,1012,0.25911,metalKey,Person32,Person32_55
1417,668,338,1063,0.27516,pinkCandle,Person32,Person32_55
1093,334,2173,2541,0.62111,pumpkinNotes,Person32,Person32_55
1147,810,2024,759,0.39144,blueSunglasses,Person32,Person32_55
1417,213,2092,2328,0.2907,yellowBag,Person32,Person32_55
1346,689,122,1215,0.25318,pinkCandle,Person32,Person32_56
3028,13,2171,1703,0.29605,pumpkinNotes,Person32,Person32_6
949,2165,1642,1496,0.33132,sign,Person32,Person32_6
3047,183,2135,2493,0.35462,birdCall,Person32,Person32_7
1241,1557,1752,1788,0.47989,cloudSign,Person32,Person32_7
1296,523,1733,1837,0.35197,cupcakePaper,Person32,Person32_7
584,49,3138,2712,0.39769,pumpkinNotes,Person32,Person32_7
3229,1435,1715,487,0.27081,blueSunglasses,Person32,Person32_7
311,1970,2116,1691,0.4211,birdCall,Person32,Person32_8
2919,1107,748,1107,0.29053,cloudSign,Person32,Person32_8
3503,1824,1223,767,0.2691,eyeball,Person32,Person32_8
19,1654,2937,2007,0.51074,pumpkinNotes,Person32,Person32_8
238,1265,2317,1897,0.26373,trophy,Person32,Person32_8
876,2420,1770,608,0.31425,blueSunglasses,Person32,Person32_8
949,2019,1587,1484,0.58714,hairClip,Person32,Person32_8
894,1995,1679,1533,0.42552,stickerBox,Person32,Person32_8
2609,1508,2189,1885,0.34938,birdCall,Person32,Person32_9
1296,767,1733,840,0.29864,eyeball,Person32,Person32_9
3065,1739,511,949,0.34992,pinkCandle,Person32,Person32_9
1259,730,1715,1338,0.35958,redWhistle,Person32,Person32_9
2007,608,1824,3053,0.44602,sign,Person32,Person32_9
1843,888,548,548,0.40291,lavenderDie,Person32,Person32_9
473,197,135,406,0.33645,cloudSign,Person33,Person33_1
262,5,142,278,0.31438,eyeball,Person33,Person33_1
312,871,156,376,0.25336,hairClip,Person33,Person33_1
240,13,80,244,0.39625,lavenderDie,Person33,Person33_1
204,21,53,273,0.25888,pinkCandle,Person33,Person33_10
3,359,214,533,0.33731,sign,Person33,Person33_10
101,356,360,483,0.27563,silverStraw,Person33,Person33_10
3,72,351,675,0.33349,yellowBag,Person33,Person33_10
310,456,392,453,0.28298,canadaPencil,Person33,Person33_11
168,105,208,416,0.29594,cloudSign,Person33,Person33_11
192,379,70,328,0.35864,pinkCandle,Person33,Person33_11
173,55,105,963,0.54921,sign,Person33,Person33_11
362,4,341,676,0.40082,yellowBag,Person33,Person33_11
325,300,547,423,0.44137,birdCall,Person33,Person33_12
427,3,517,368,0.30239,cupcakePaper,Person33,Person33_12
500,353,384,176,0.38473,eyeball,Person33,Person33_12
649,315,82,250,0.37866,pinkCandle,Person33,Person33_12
5,128,316,596,0.45136,sign,Person33,Person33_12
419,420,154,130,0.43897,lavenderDie,Person33,Person33_12
30,3,943,360,0.26817,yellowBag,Person33,Person33_12
180,14,87,108,0.35152,cloudSign,Person33,Person33_13
130,507,202,166,0.31648,eyeball,Person33,Person33_13
516,87,207,665,0.26409,sign,Person33,Person33_13
4,6,300,661,0.26687,cloudSign,Person33,Person33_14
116,86,376,427,0.26389,eyeball,Person33,Person33_14
676,464,92,544,0.27085,pinkCandle,Person33,Person33_14
20,6,556,827,0.27123,trophy,Person33,Person33_14
368,859,376,230,0.26036,blueSunglasses,Person33,Person33_14
192,805,568,800,0.36864,yellowBag,Person33,Person33_14
808,565,352,1040,0.64218,sign,Person33,Person33_15
584,736,112,251,0.26436,lavenderDie,Person33,Person33_15
588,597,616,1008,0.29026,canadaPencil,Person33,Person33_16
420,256,268,715,0.30995,cloudSign,Person33,Person33_16
228,6,476,677,0.31042,cupcakePaper,Person33,Person33_16
508,422,268,416,0.37247,eyeball,Person33,Person33_16
584,470,456,1136,0.48761,sign,Person33,Person33_16
500,565,704,1013,0.3403,silverStraw,Person33,Person33_16
424,528,264,192,0.32559,blueSunglasses,Person33,Person33_16
548,6,656,891,0.33191,yellowBag,Person33,Person33_16
411,544,645,216,0.34517,eyeball,Person33,Person33_17
672,528,134,388,0.41114,pinkCandle,Person33,Person33_17
6,484,736,652,0.36617,silverStraw,Person33,Person33_17
6,4,795,716,0.37792,yellowBag,Person33,Person33_17
552,59,524,1344,0.43715,sign,Person33,Person33_18
512,987,92,187,0.61952,lavenderDie,Person33,Person33_18
295,248,276,327,0.36887,cloudSign,Person33,Person33_19
206,5,344,467,0.33578,cupcakePaper,Person33,Person33_19
3,217,319,304,0.27435,partyFavor,Person33,Person33_19
252,434,252,132,0.28096,blueSunglasses,Person33,Person33_19
38,329,209,264,0.49732,hairClip,Person33,Person33_19
227,63,355,322,0.33497,cloudSign,Person33,Person33_2
367,111,86,240,0.36052,pinkCandle,Person33,Person33_2
658,209,419,353,0.43118,pumpkinNotes,Person33,Person33_2
611,209,521,348,0.53472,redWhistle,Person33,Person33_2
404,272,312,1333,0.26059,sign,Person33,Person33_20
757,4,661,608,0.27598,cloudSign,Person33,Person33_21
981,4,214,420,0.40232,pinkCandle,Person33,Person33_21
944,4,299,676,0.35862,sign,Person33,Person33_21
264,379,252,528,0.26277,eyeball,Person33,Person33_22
328,358,448,784,0.26313,partyFavor,Person33,Person33_22
236,528,124,656,0.25904,pinkCandle,Person33,Person33_22
360,1178,400,272,0.32936,blueSunglasses,Person33,Person33_22
997,4,608,668,0.26522,birdCall,Person33,Person33_23
342,96,1035,896,0.34932,canadaPencil,Person33,Person33_23
1130,324,368,108,0.29945,blueSunglasses,Person33,Person33_23
1237,188,368,416,0.76765,hairClip,Person33,Person33_23
443,300,363,348,0.35058,eyeball,Person33,Person33_24
805,344,86,416,0.37492,pinkCandle,Person33,Person33_24
4,6,808,827,0.25598,canadaPencil,Person33,Person33_25
540,427,360,629,0.33266,cloudSign,Person33,Person33_25
384,299,348,448,0.31674,eyeball,Person33,Person33_25
340,262,80,528,0.35307,pinkCandle,Person33,Person33_25
424,310,432,619,0.40357,redWhistle,Person33,Person33_25
400,880,312,411,0.2944,eyeball,Person33,Person33_26
268,203,236,1285,0.37352,sign,Person33,Person33_26
364,208,568,1029,0.29154,canadaPencil,Person33,Person33_27
364,699,204,315,0.27951,eyeball,Person33,Person33_27
320,406,472,667,0.38779,metalKey,Person33,Person33_27
216,613,336,475,0.49822,redWhistle,Person33,Person33_27
580,6,300,1221,0.30679,sign,Person33,Person33_27
304,299,664,859,0.52355,silverStraw,Person33,Person33_27
288,475,884,1130,0.27398,yellowBag,Person33,Person33_27
-1,-1,2299,1360,0.851,redWhistle,Person33,Person33_28
1371,696,1586,1815,0.33532,birdCall,Person33,Person33_29
1640,1190,995,837,0.38359,cloudSign,Person33,Person33_29
2258,242,968,1029,0.26419,eyeball,Person33,Person33_29
2164,414,538,1129,0.44914,pinkCandle,Person33,Person33_29
1277,837,1734,1089,0.27437,pumpkinNotes,Person33,Person33_29
1412,1059,1452,1079,0.27396,redWhistle,Person33,Person33_29
1062,11,1076,2188,0.28682,sign,Person33,Person33_29
1371,515,1546,1785,0.32177,trophy,Person33,Person33_29
1775,1412,793,394,0.31945,blueSunglasses,Person33,Person33_29
1546,948,1210,1351,0.28606,hairClip,Person33,Person33_29
14,11,1896,2037,0.31583,yellowBag,Person33,Person33_29
353,501,63,301,0.25519,pinkCandle,Person33,Person33_3
286,476,192,351,0.39312,redWhistle,Person33,Person33_3
1926,1014,1707,1068,0.29529,birdCall,Person33,Person33_30
902,1160,792,730,0.33121,cloudSign,Person33,Person33_30
2308,1183,943,784,0.36494,eyeball,Person33,Person33_30
2390,492,1325,815,0.56803,redWhistle,Person33,Person33_30
861,1621,874,185,0.31103,blueSunglasses,Person33,Person33_30
806,1168,1038,830,0.80371,hairClip,Person33,Person33_30
1093,1383,437,361,0.51748,lavenderDie,Person33,Person33_30
929,991,2540,1321,0.32488,yellowBag,Person33,Person33_30
350,565,2500,1603,0.2699,canadaPencil,Person33,Person33_31
847,1089,888,636,0.2788,eyeball,Person33,Person33_31
1680,1129,377,988,0.32882,pinkCandle,Person33,Person33_31
2541,1059,1479,1492,0.51147,redWhistle,Person33,Person33_31
484,807,1076,1220,0.40824,hairClip,Person33,Person33_31
1089,1160,404,464,0.26036,lavenderDie,Person33,Person33_31
54,1019,2473,2016,0.33181,yellowBag,Person33,Person33_31
1613,474,1707,1835,0.29312,birdCall,Person33,Person33_32
14,646,2326,1452,0.29306,canadaPencil,Person33,Person33_32
2003,1109,888,968,0.36359,cloudSign,Person33,Person33_32
1546,404,1775,1956,0.46408,pumpkinNotes,Person33,Person33_32
1707,797,1439,1190,0.28177,redWhistle,Person33,Person33_32
1654,555,1573,2148,0.25464,trophy,Person33,Person33_32
1801,1150,1277,454,0.30498,blueSunglasses,Person33,Person33_32
1882,837,1116,1160,0.55056,hairClip,Person33,Person33_32
14,797,2111,2238,0.39898,yellowBag,Person33,Person33_32
2218,575,1035,797,0.44414,eyeball,Person33,Person33_33
2232,525,1008,1351,0.29726,hairClip,Person33,Person33_33
1492,1160,1344,1321,0.45023,birdCall,Person33,Person33_34
2568,1311,861,636,0.52458,eyeball,Person33,Person33_34
269,1704,323,1109,0.25889,pinkCandle,Person33,Person33_34
1801,1089,1237,1039,0.83486,redWhistle,Person33,Person33_34
14,1160,901,1875,0.43518,sign,Person33,Person33_34
1425,1311,1439,605,0.4583,blueSunglasses,Person33,Person33_34
1654,1250,1008,1180,0.3471,hairClip,Person33,Person33_34
1909,1210,2137,1825,0.25464,yellowBag,Person33,Person33_34
696,1250,1412,2796,0.63717,birdCall,Person33,Person33_35
746,1331,464,1721,0.3423,eyeball,Person33,Person33_35
1170,471,454,1667,0.37798,pinkCandle,Person33,Person33_35
313,1654,1744,2393,0.27207,pumpkinNotes,Person33,Person33_35
777,2232,1220,1573,0.28266,redWhistle,Person33,Person33_35
978,2971,837,646,0.26293,blueSunglasses,Person33,Person33_35
11,14,1502,2809,0.26998,yellowBag,Person33,Person33_35
14,1180,1546,1301,0.44673,metalKey,Person33,Person33_36
2568,2006,336,928,0.45326,pinkCandle,Person33,Person33_36
1734,1160,1412,1301,0.83398,redWhistle,Person33,Person33_36
1990,1341,1492,1694,0.65608,sign,Person33,Person33_36
1062,1442,1008,313,0.29415,blueSunglasses,Person33,Person33_36
1103,1119,995,1008,0.56824,hairClip,Person33,Person33_36
2232,1492,444,646,0.52773,lavenderDie,Person33,Person33_36
1907,1920,1000,2460,0.36592,cloudSign,Person33,Person33_37
2627,2160,694,1280,0.41814,eyeball,Person33,Person33_37
14,160,1587,4400,0.32493,pumpkinNotes,Person33,Person33_37
387,740,1160,2300,0.45654,redWhistle,Person33,Person33_37
214,180,1000,5120,0.34786,sign,Person33,Person33_37
1894,2900,1054,560,0.34086,blueSunglasses,Person33,Person33_37
427,780,1120,2380,0.43504,hairClip,Person33,Person33_37
694,20,2894,3460,0.34773,yellowBag,Person33,Person33_37
1780,987,1120,1640,0.26624,cloudSign,Person33,Person33_38
2520,2280,1340,867,0.38592,eyeball,Person33,Person33_38
4680,894,480,1400,0.688,pinkCandle,Person33,Person33_38
4200,14,1480,3627,0.69006,sign,Person33,Person33_38
3980,1094,1820,2054,0.28224,silverStraw,Person33,Person33_38
1920,2587,860,240,0.26361,blueSunglasses,Person33,Person33_38
1900,1494,860,667,0.56856,lavenderDie,Person33,Person33_38
